HGNC ID	Approved symbol	Status	Previous symbols	Accession numbers	Gene group name	Gene group ID
HGNC:15072	OR2W6P	Approved	OR2W7P	AL133267	Olfactory receptors, family 2	149
HGNC:15073	OR2W7P	Symbol Withdrawn				
HGNC:19571	OR2W8P	Symbol Withdrawn				
HGNC:31258	OR2X1P	Approved			Olfactory receptors, family 2	149
HGNC:14837	OR2Y1	Approved		AB065676	Olfactory receptors, family 2	149
HGNC:15391	OR2Z1	Approved	OR2Z2	AC008753	Olfactory receptors, family 2	149
HGNC:15392	OR2Z2	Symbol Withdrawn				
HGNC:8282	OR3A1	Approved		X80391	Olfactory receptors, family 3	150
HGNC:8283	OR3A2	Approved		U04713	Olfactory receptors, family 3	150
HGNC:8284	OR3A3	Approved	OR3A6, OR3A7, OR3A8P	U04688	Olfactory receptors, family 3	150
HGNC:8285	OR3A4	Symbol Withdrawn				
HGNC:15510	OR3A4P	Approved	OR3A4	BK004695	Olfactory receptors, family 3	150
HGNC:8286	OR3A5P	Approved		AF087921	Olfactory receptors, family 3	150
HGNC:8287	OR3A6	Symbol Withdrawn				
HGNC:8288	OR3A7	Symbol Withdrawn				
HGNC:15065	OR3A8P	Symbol Withdrawn				
HGNC:14839	OR3B1P	Approved		AF277315	Olfactory receptors, family 3	150
HGNC:25339	OR3D1P	Approved			Olfactory receptors, family 3	150
HGNC:8289	OR4A1P	Approved	OR4A20P	AF065869	Olfactory receptors, family 4	151
HGNC:15159	OR4A2P	Approved			Olfactory receptors, family 4	151
HGNC:15160	OR4A3P	Approved			Olfactory receptors, family 4	151
HGNC:15161	OR4A4P	Approved	OR4A4		Olfactory receptors, family 4	151
HGNC:15162	OR4A5	Approved		AB065506	Olfactory receptors, family 4	151
HGNC:15163	OR4A6P	Approved			Olfactory receptors, family 4	151
HGNC:15164	OR4A7P	Approved			Olfactory receptors, family 4	151
HGNC:15165	OR4A8	Approved	OR4A8P		Olfactory receptors, family 4	151
HGNC:15166	OR4A9P	Approved			Olfactory receptors, family 4	151
HGNC:15147	OR4A10P	Approved	OR4A25P		Olfactory receptors, family 4	151
HGNC:15148	OR4A11P	Approved		AC011829	Olfactory receptors, family 4	151
HGNC:15149	OR4A12P	Approved			Olfactory receptors, family 4	151
HGNC:15150	OR4A13P	Approved			Olfactory receptors, family 4	151
HGNC:15151	OR4A14P	Approved			Olfactory receptors, family 4	151
HGNC:15152	OR4A15	Approved		AB065776	Olfactory receptors, family 4	151
HGNC:15153	OR4A16	Approved		AB065519	Olfactory receptors, family 4	151
HGNC:15154	OR4A17P	Approved	OR4A22P		Olfactory receptors, family 4	151
HGNC:15155	OR4A18P	Approved			Olfactory receptors, family 4	151
HGNC:15156	OR4A19P	Approved			Olfactory receptors, family 4	151
HGNC:15157	OR4A20P	Symbol Withdrawn				
HGNC:15158	OR4A21P	Approved			Olfactory receptors, family 4	151
HGNC:19608	OR4A22P	Symbol Withdrawn				
HGNC:19614	OR4A25P	Symbol Withdrawn				
HGNC:31259	OR4A40P	Approved			Olfactory receptors, family 4	151
HGNC:31260	OR4A41P	Approved			Olfactory receptors, family 4	151
HGNC:31261	OR4A42P	Approved			Olfactory receptors, family 4	151
HGNC:31262	OR4A43P	Approved			Olfactory receptors, family 4	151
HGNC:31263	OR4A44P	Approved			Olfactory receptors, family 4	151
HGNC:31264	OR4A45P	Approved			Olfactory receptors, family 4	151
HGNC:31265	OR4A46P	Approved			Olfactory receptors, family 4	151
HGNC:31266	OR4A47	Approved		BK004380	Olfactory receptors, family 4	151
HGNC:31267	OR4A48P	Approved			Olfactory receptors, family 4	151
HGNC:31268	OR4A49P	Approved			Olfactory receptors, family 4	151
HGNC:31269	OR4A50P	Approved			Olfactory receptors, family 4	151
HGNC:8290	OR4B1	Approved		AB065848	Olfactory receptors, family 4	151
HGNC:8291	OR4B2P	Approved			Olfactory receptors, family 4	151
HGNC:8292	OR4C1P	Approved	OR4C1	X64985	Olfactory receptors, family 4	151
HGNC:14696	OR4C2P	Approved	OR4C8P		Olfactory receptors, family 4	151
HGNC:14697	OR4C3	Approved		AB065567	Olfactory receptors, family 4	151
HGNC:14700	OR4C4P	Approved	OR4C17P, OR4C17		Olfactory receptors, family 4	151
HGNC:14702	OR4C5	Approved	OR4C5P		Olfactory receptors, family 4	151
HGNC:14743	OR4C6	Approved		CR593785	Olfactory receptors, family 4	151
HGNC:14768	OR4C7P	Approved			Olfactory receptors, family 4	151
HGNC:14778	OR4C8P	Symbol Withdrawn				
HGNC:14796	OR4C9P	Approved			Olfactory receptors, family 4	151
HGNC:14800	OR4C10P	Approved			Olfactory receptors, family 4	151
HGNC:15167	OR4C11	Approved	OR4C11P	AB065774	Olfactory receptors, family 4	151
HGNC:15168	OR4C12	Approved		BK004413	Olfactory receptors, family 4	151
HGNC:15169	OR4C13	Approved		AB065750	Olfactory receptors, family 4	151
HGNC:15170	OR4C14P	Approved			Olfactory receptors, family 4	151
HGNC:15171	OR4C15	Approved		BK004319	Olfactory receptors, family 4	151
HGNC:15172	OR4C16	Approved		AB065773	Olfactory receptors, family 4	151
HGNC:19605	OR4C17P	Symbol Withdrawn	OR4C17			
HGNC:31270	OR4C45	Approved			Olfactory receptors, family 4	151
HGNC:31271	OR4C46	Approved			Olfactory receptors, family 4	151
HGNC:31272	OR4C48P	Approved			Olfactory receptors, family 4	151
HGNC:31273	OR4C49P	Approved			Olfactory receptors, family 4	151
HGNC:31274	OR4C50P	Approved			Olfactory receptors, family 4	151
HGNC:8293	OR4D1	Approved	OR4D3	X89670	Olfactory receptors, family 4	151
HGNC:8294	OR4D2	Approved			Olfactory receptors, family 4	151
HGNC:8295	OR4D3	Symbol Withdrawn				
HGNC:14776	OR4D4P	Entry Withdrawn				
HGNC:14852	OR4D5	Approved		BK004316	Olfactory receptors, family 4	151
HGNC:15175	OR4D6	Approved		AB065803	Olfactory receptors, family 4	151
HGNC:15176	OR4D7P	Approved			Olfactory receptors, family 4	151
HGNC:15177	OR4D8P	Approved			Olfactory receptors, family 4	151
HGNC:15178	OR4D9	Approved		AB065861	Olfactory receptors, family 4	151
HGNC:15173	OR4D10	Approved	OR4D10P	AB065808	Olfactory receptors, family 4	151
HGNC:15174	OR4D11	Approved	OR4D11P	AB065810	Olfactory receptors, family 4	151
HGNC:8296	OR4E1	Approved	OR4E1P		Olfactory receptors, family 4	151
HGNC:8297	OR4E2	Approved			Olfactory receptors, family 4	151
HGNC:14571	OR4F1	Symbol Withdrawn				
HGNC:8298	OR4F1P	Approved	OR4F1		Olfactory receptors, family 4	151
HGNC:8299	OR4F2P	Approved			Olfactory receptors, family 4	151
HGNC:8300	OR4F3	Approved		AC004908	Olfactory receptors, family 4|Proteins encoded by multiple genes	151|2293
HGNC:8301	OR4F4	Approved			Olfactory receptors, family 4	151
HGNC:14825	OR4F5	Approved		AB065592	Olfactory receptors, family 4	151
HGNC:15372	OR4F6	Approved	OR4F12	AC025234	Olfactory receptors, family 4	151
HGNC:15089	OR4F7P	Approved	OR4F10	AC069287	Olfactory receptors, family 4	151
HGNC:55111	OR4F8BP	Approved			Olfactory receptors, family 4	151
HGNC:15395	OR4F8P	Approved	OR4F20P, OR4F9P	AC016626	Olfactory receptors, family 4	151
HGNC:15396	OR4F9P	Symbol Withdrawn				
HGNC:15074	OR4F10	Symbol Withdrawn				
HGNC:15380	OR4F11P	Symbol Withdrawn				
HGNC:15075	OR4F12	Symbol Withdrawn				
HGNC:15076	OR4F13P	Approved		AB065564, AY792621	Olfactory receptors, family 4	151
HGNC:15077	OR4F14P	Approved	OR4F14	AB065901	Olfactory receptors, family 4	151
HGNC:15078	OR4F15	Approved		BK004405	Olfactory receptors, family 4	151
HGNC:15079	OR4F16	Approved			Olfactory receptors, family 4|Proteins encoded by multiple genes	151|2293
HGNC:15381	OR4F17	Approved	OR4F19, OR4F11P, OR4F18	AC005605	Olfactory receptors, family 4	151
HGNC:15393	OR4F18	Symbol Withdrawn				
HGNC:15394	OR4F19	Symbol Withdrawn				
HGNC:19545	OR4F20P	Symbol Withdrawn				
HGNC:19583	OR4F21	Approved	OR4F21P		Olfactory receptors, family 4	151
HGNC:31229	OR4F28P	Approved			Olfactory receptors, family 4	151
HGNC:31275	OR4F29	Approved			Olfactory receptors, family 4|Proteins encoded by multiple genes	151|2293
HGNC:8302	OR4G1P	Approved	OR4G8P		Olfactory receptors, family 4	151
HGNC:8303	OR4G2P	Approved	OR4G7P	AF282024	Olfactory receptors, family 4	151
HGNC:8304	OR4G3P	Approved	OR4G3, OR4G5P		Olfactory receptors, family 4	151
HGNC:14822	OR4G4P	Approved			Olfactory receptors, family 4	151
HGNC:15382	OR4G5P	Symbol Withdrawn				
HGNC:15039	OR4G6P	Approved		AC005604	Olfactory receptors, family 4	151
HGNC:15397	OR4G7P	Symbol Withdrawn				
HGNC:15398	OR4G8P	Symbol Withdrawn				
HGNC:31276	OR4G11P	Approved			Olfactory receptors, family 4	151
HGNC:8307	OR4H1P	Symbol Withdrawn				
HGNC:8308	OR4H2P	Symbol Withdrawn				
HGNC:8309	OR4H3P	Symbol Withdrawn				
HGNC:8310	OR4H4P	Symbol Withdrawn				
HGNC:8311	OR4H5P	Symbol Withdrawn	OR4H5, OR4H7, OR4H7P			
HGNC:55112	OR4H6BP	Approved			Olfactory receptors, family 4	151
HGNC:8312	OR4H6P	Approved	OR4H9P, OR4H10P, OR4H5P, OR4H11P, OR4H5, OR4H7, OR4H7P, OR4H2P, OR4H3P, OR4H11, OR4H2, OR4H3, OR4H1P, OR4H4P, OR4H10, OR4H4, OR4H8P, OR4H8	U86230	Olfactory receptors, family 4	151
HGNC:8313	OR4H7P	Symbol Withdrawn				
HGNC:8314	OR4H8P	Symbol Withdrawn	OR4H8			
HGNC:8315	OR4H9P	Symbol Withdrawn				
HGNC:8305	OR4H10P	Symbol Withdrawn	OR4H1P, OR4H4P, OR4H10, OR4H4			
HGNC:8306	OR4H11P	Symbol Withdrawn	OR4H2P, OR4H3P, OR4H11, OR4H2, OR4H3			
HGNC:19433	OR4H12P	Approved	OR4H12		Olfactory receptors, family 4	151
HGNC:14726	OR4K1	Approved			Olfactory receptors, family 4	151
HGNC:14728	OR4K2	Approved			Olfactory receptors, family 4	151
HGNC:14731	OR4K3	Approved	OR4K3P		Olfactory receptors, family 4	151
HGNC:14744	OR4K4P	Approved			Olfactory receptors, family 4	151
HGNC:14745	OR4K5	Approved		BK004355	Olfactory receptors, family 4	151
HGNC:14748	OR4K6P	Approved			Olfactory receptors, family 4	151
HGNC:14756	OR4K7P	Approved	OR4K10P	AC013659	Olfactory receptors, family 4	151
HGNC:14787	OR4K8P	Approved	OR4K9P	AC015480	Olfactory receptors, family 4	151
HGNC:15387	OR4K9P	Symbol Withdrawn				
HGNC:15386	OR4K10P	Symbol Withdrawn				
HGNC:15402	OR4K11P	Approved		AF546490	Olfactory receptors, family 4	151
HGNC:15403	OR4K12P	Approved			Olfactory receptors, family 4	151
HGNC:15351	OR4K13	Approved			Olfactory receptors, family 4	151
HGNC:15352	OR4K14	Approved			Olfactory receptors, family 4	151
HGNC:15353	OR4K15	Approved			Olfactory receptors, family 4	151
HGNC:15354	OR4K16P	Approved			Olfactory receptors, family 4	151
HGNC:15355	OR4K17	Approved			Olfactory receptors, family 4	151
HGNC:15356	OR4L1	Approved	OR4L2P		Olfactory receptors, family 4	151
HGNC:15357	OR4L2P	Symbol Withdrawn				
HGNC:14735	OR4M1	Approved			Olfactory receptors, family 4	151
HGNC:15373	OR4M2	Approved		AC060768	Olfactory receptors, family 4	151
HGNC:56199	OR4M2-OT1	Approved			Overlapping transcripts	1988
HGNC:55109	OR4M2B	Approved			Olfactory receptors, family 4	151
HGNC:14740	OR4N1P	Approved			Olfactory receptors, family 4	151
HGNC:14742	OR4N2	Approved			Olfactory receptors, family 4	151
HGNC:55116	OR4N3BP	Approved			Olfactory receptors, family 4	151
HGNC:15374	OR4N3P	Approved		AI809240	Olfactory receptors, family 4	151
HGNC:15375	OR4N4	Approved		AI018459	Olfactory receptors, family 4	151
HGNC:55110	OR4N4C	Approved			Olfactory receptors, family 4	151
HGNC:15358	OR4N5	Approved			Olfactory receptors, family 4	151
HGNC:14754	OR4P1P	Approved			Olfactory receptors, family 4	151
HGNC:15425	OR4P2P	Entry Withdrawn				
HGNC:15179	OR4P3P	Symbol Withdrawn				
HGNC:15180	OR4P4	Approved	OR4P3P	AB065775	Olfactory receptors, family 4	151
HGNC:15376	OR4Q1P	Approved			Olfactory receptors, family 4	151
HGNC:15359	OR4Q2	Approved	OR4Q2P		Olfactory receptors, family 4	151
HGNC:15426	OR4Q3	Approved	OR4Q4	AF179768	Olfactory receptors, family 4	151
HGNC:19432	OR4Q4	Symbol Withdrawn				
HGNC:14798	OR4R1P	Approved			Olfactory receptors, family 4	151
HGNC:15181	OR4R2P	Approved			Olfactory receptors, family 4	151
HGNC:15182	OR4R3P	Approved			Olfactory receptors, family 4	151
HGNC:14705	OR4S1	Approved		AB065908	Olfactory receptors, family 4	151
HGNC:15183	OR4S2	Approved	OR4S2P	BK004390	Olfactory receptors, family 4	151
HGNC:15360	OR4T1P	Approved			Olfactory receptors, family 4	151
HGNC:15361	OR4U1P	Approved			Olfactory receptors, family 4	151
HGNC:14736	OR4V1P	Approved			Olfactory receptors, family 4	151
HGNC:15405	OR4W1P	Approved		Z69908	Olfactory receptors, family 4	151
HGNC:14854	OR4X1	Approved		AB065544	Olfactory receptors, family 4	151
HGNC:15184	OR4X2	Approved		AB065847	Olfactory receptors, family 4	151
HGNC:31277	OR4X7P	Approved			Olfactory receptors, family 4	151
HGNC:8319	OR5A1	Approved	OR5A1P	AB065804	Olfactory receptors, family 5	152
HGNC:15249	OR5A2	Approved		AB065805	Olfactory receptors, family 5	152
HGNC:15047	OR5AC1	Approved	OR5AC1P		Olfactory receptors, family 5	152
HGNC:15431	OR5AC2	Approved		AF179759	Olfactory receptors, family 5	152
HGNC:31284	OR5AC4P	Approved			Olfactory receptors, family 5	152
HGNC:14714	OR5AH1P	Approved		AC006115	Olfactory receptors, family 5	152
HGNC:15250	OR5AK1P	Approved	OR5AK5P		Olfactory receptors, family 5	152
HGNC:15251	OR5AK2	Approved		AB065496	Olfactory receptors, family 5	152
HGNC:15252	OR5AK3P	Approved	OR5AK3		Olfactory receptors, family 5	152
HGNC:15253	OR5AK4P	Approved			Olfactory receptors, family 5	152
HGNC:19550	OR5AK5P	Symbol Withdrawn				
HGNC:14844	OR5AL1	Approved	OR5AL1P		Olfactory receptors, family 5	152
HGNC:14850	OR5AL2P	Approved			Olfactory receptors, family 5	152
HGNC:15254	OR5AM1P	Approved			Olfactory receptors, family 5	152
HGNC:15255	OR5AN1	Approved		AB065806	Olfactory receptors, family 5	152
HGNC:15256	OR5AN2P	Approved			Olfactory receptors, family 5	152
HGNC:31285	OR5AO1P	Approved			Olfactory receptors, family 5	152
HGNC:15257	OR5AP1P	Approved			Olfactory receptors, family 5	152
HGNC:15258	OR5AP2	Approved		AB065854	Olfactory receptors, family 5	152
HGNC:15259	OR5AQ1P	Approved			Olfactory receptors, family 5	152
HGNC:15260	OR5AR1	Approved		AB065740	Olfactory receptors, family 5	152
HGNC:15261	OR5AS1	Approved		AB065543	Olfactory receptors, family 5	152
HGNC:15362	OR5AU1	Approved		AL157687	Olfactory receptors, family 5	152
HGNC:15406	OR5AW1P	Approved			Olfactory receptors, family 5	152
HGNC:15262	OR5AZ1P	Approved		AP000743	Olfactory receptors, family 5	152
HGNC:8322	OR5B1P	Approved	OR5B9P, OR5B9, OR5B5P, OR5B14P, OR5B7P, OR5B7, OR5B8, OR5B8P, OR5B5, OR5B6, OR5B6P	U86283	Olfactory receptors, family 5	152
HGNC:8323	OR5B2	Approved		AB065852	Olfactory receptors, family 5	152
HGNC:8324	OR5B3	Approved	OR5B13	AB065545	Olfactory receptors, family 5	152
HGNC:8325	OR5B4P	Symbol Withdrawn				
HGNC:8326	OR5B5P	Symbol Withdrawn	OR5B5, OR5B6, OR5B6P			
HGNC:8327	OR5B6P	Symbol Withdrawn				
HGNC:8328	OR5B7P	Symbol Withdrawn	OR5B7, OR5B8, OR5B8P			
HGNC:8329	OR5B8P	Symbol Withdrawn				
HGNC:8330	OR5B9P	Symbol Withdrawn				
HGNC:8320	OR5B10P	Approved	OR5B11P, OR5B4P, OR5B10, OR5B11, OR5B18P	U86223	Olfactory receptors, family 5	152
HGNC:8321	OR5B11P	Symbol Withdrawn				
HGNC:15432	OR5B12	Approved	OR5B12P, OR5B16	AB065851	Olfactory receptors, family 5	152
HGNC:15263	OR5B13	Symbol Withdrawn				
HGNC:15264	OR5B14P	Symbol Withdrawn				
HGNC:15265	OR5B15P	Approved			Olfactory receptors, family 5	152
HGNC:15266	OR5B16	Symbol Withdrawn				
HGNC:15267	OR5B17	Approved	OR5B20P	AB065849	Olfactory receptors, family 5	152
HGNC:15268	OR5B18P	Symbol Withdrawn				
HGNC:15269	OR5B19P	Approved			Olfactory receptors, family 5	152
HGNC:19584	OR5B20P	Symbol Withdrawn				
HGNC:19616	OR5B21	Approved			Olfactory receptors, family 5	152
HGNC:15270	OR5BA1P	Approved			Olfactory receptors, family 5	152
HGNC:15271	OR5BB1P	Approved			Olfactory receptors, family 5	152
HGNC:15272	OR5BC1P	Approved			Olfactory receptors, family 5	152
HGNC:14843	OR5BD1P	Approved			Olfactory receptors, family 5	152
HGNC:15273	OR5BE1P	Approved			Olfactory receptors, family 5	152
HGNC:15274	OR5BG1P	Symbol Withdrawn	OR5BG1P			
HGNC:15407	OR5BH1P	Approved	OR5BH2P		Olfactory receptors, family 5	152
HGNC:15433	OR5BH2P	Symbol Withdrawn				
HGNC:15434	OR5BJ1P	Approved			Olfactory receptors, family 5	152
HGNC:14817	OR5BK1P	Approved			Olfactory receptors, family 5	152
HGNC:15275	OR5BL1P	Approved			Olfactory receptors, family 5	152
HGNC:14835	OR5BM1P	Approved		AC026100	Olfactory receptors, family 5	152
HGNC:15276	OR5BN1P	Approved			Olfactory receptors, family 5	152
HGNC:29194	OR5BN2P	Approved			Olfactory receptors, family 5	152
HGNC:15277	OR5BP1P	Approved		AP001074	Olfactory receptors, family 5	152
HGNC:15278	OR5BQ1P	Approved	OR5BQ2P		Olfactory receptors, family 5	152
HGNC:19615	OR5BQ2P	Symbol Withdrawn				
HGNC:15279	OR5BR1P	Approved			Olfactory receptors, family 5	152
HGNC:19627	OR5BS1	Approved	OR5BS1P		Olfactory receptors, family 5	152
HGNC:19629	OR5BT1P	Approved			Olfactory receptors, family 5	152
HGNC:8331	OR5C1	Approved	OR5C2P	AF399514	Olfactory receptors, family 5	152
HGNC:15116	OR5C2P	Symbol Withdrawn				
HGNC:8334	OR5D1P	Symbol Withdrawn				
HGNC:8335	OR5D2P	Approved	OR5D6P, OR5D10P, OR5D1P, OR5D5P, OR5D12P, OR5D8P, OR5D7P, OR5D9P, OR5D12, OR5D11P, OR5D11	AF065858	Olfactory receptors, family 5	152
HGNC:8336	OR5D3	Approved	OR5D3P, OR5D4	AF065861	Olfactory receptors, family 5	152
HGNC:14590	OR5D3	Symbol Withdrawn				
HGNC:8337	OR5D4	Symbol Withdrawn				
HGNC:8338	OR5D5P	Symbol Withdrawn	OR5D8P			
HGNC:8339	OR5D6P	Symbol Withdrawn				
HGNC:8340	OR5D7P	Symbol Withdrawn				
HGNC:8341	OR5D8P	Symbol Withdrawn				
HGNC:15435	OR5D10P	Symbol Withdrawn				
HGNC:8332	OR5D11P	Symbol Withdrawn	OR5D11, OR5D1P, OR5D11P			
HGNC:8333	OR5D12P	Symbol Withdrawn	OR5D7P, OR5D9P, OR5D12			
HGNC:15280	OR5D13	Approved		BK004394	Olfactory receptors, family 5	152
HGNC:15281	OR5D14	Approved		AB065779	Olfactory receptors, family 5	152
HGNC:15282	OR5D15P	Approved			Olfactory receptors, family 5	152
HGNC:15283	OR5D16	Approved		AB065783	Olfactory receptors, family 5	152
HGNC:15284	OR5D17P	Approved			Olfactory receptors, family 5	152
HGNC:15285	OR5D18	Approved		AB065781	Olfactory receptors, family 5	152
HGNC:8342	OR5E1P	Approved	OR5E1	X89671	Olfactory receptors, family 5	152
HGNC:8343	OR5F1	Approved		AF065863	Olfactory receptors, family 5	152
HGNC:15286	OR5F2P	Approved			Olfactory receptors, family 5	152
HGNC:8344	OR5G1P	Approved	OR5G2P	AF065871	Olfactory receptors, family 5	152
HGNC:8345	OR5G2P	Symbol Withdrawn				
HGNC:15287	OR5G3	Approved	OR5G6P, OR5G3P		Olfactory receptors, family 5	152
HGNC:15288	OR5G4P	Approved			Olfactory receptors, family 5	152
HGNC:15289	OR5G5P	Approved			Olfactory receptors, family 5	152
HGNC:19610	OR5G6P	Symbol Withdrawn				
HGNC:8346	OR5H1	Approved		X64988	Olfactory receptors, family 5	152
HGNC:14752	OR5H2	Approved			Olfactory receptors, family 5	152
HGNC:14753	OR5H3P	Approved			Olfactory receptors, family 5	152
HGNC:14763	OR5H4P	Approved			Olfactory receptors, family 5	152
HGNC:14765	OR5H5P	Approved			Olfactory receptors, family 5	152
HGNC:14767	OR5H6	Approved		BK004374	Olfactory receptors, family 5	152
HGNC:14771	OR5H7P	Approved			Olfactory receptors, family 5	152
HGNC:14773	OR5H8	Approved	OR5H8P		Olfactory receptors, family 5	152
HGNC:31286	OR5H14	Approved			Olfactory receptors, family 5	152
HGNC:31287	OR5H15	Approved			Olfactory receptors, family 5	152
HGNC:8347	OR5I1	Approved		BC069093	Olfactory receptors, family 5	152
HGNC:8348	OR5J1P	Approved	OR5J1	X64974	Olfactory receptors, family 5	152
HGNC:19612	OR5J2	Approved		AB065595	Olfactory receptors, family 5	152
HGNC:31289	OR5J7P	Approved			Olfactory receptors, family 5	152
HGNC:8349	OR5K1	Approved		X64984	Olfactory receptors, family 5	152
HGNC:14774	OR5K2	Approved		AC021660	Olfactory receptors, family 5	152
HGNC:31290	OR5K3	Approved			Olfactory receptors, family 5	152
HGNC:31291	OR5K4	Approved			Olfactory receptors, family 5	152
HGNC:8350	OR5L1	Approved		AB065780	Olfactory receptors, family 5	152
HGNC:8351	OR5L2	Approved		AB065782	Olfactory receptors, family 5	152
HGNC:8352	OR5M1	Approved		AB065742	Olfactory receptors, family 5	152
HGNC:14803	OR5M2P	Approved			Olfactory receptors, family 5	152
HGNC:14806	OR5M3	Approved		AB065746	Olfactory receptors, family 5	152
HGNC:14808	OR5M4P	Approved			Olfactory receptors, family 5	152
HGNC:14810	OR5M5P	Approved			Olfactory receptors, family 5	152
HGNC:14814	OR5M6P	Approved			Olfactory receptors, family 5	152
HGNC:14818	OR5M7P	Approved			Olfactory receptors, family 5	152
HGNC:14846	OR5M8	Approved		AB065744	Olfactory receptors, family 5	152
HGNC:15294	OR5M9	Approved		AB065747	Olfactory receptors, family 5	152
HGNC:15290	OR5M10	Approved		BK004515	Olfactory receptors, family 5	152
HGNC:15291	OR5M11	Approved		AP002517	Olfactory receptors, family 5	152
HGNC:15292	OR5M12P	Approved			Olfactory receptors, family 5	152
HGNC:15293	OR5M13P	Approved		AF179769	Olfactory receptors, family 5	152
HGNC:15057	OR5M14P	Approved	OR5M15P	AC013359	Olfactory receptors, family 5	152
HGNC:19645	OR5M15P	Symbol Withdrawn				
HGNC:14779	OR5P1P	Approved			Olfactory receptors, family 5	152
HGNC:14783	OR5P2	Approved		AF173006	Olfactory receptors, family 5	152
HGNC:14784	OR5P3	Approved		AF158377	Olfactory receptors, family 5	152
HGNC:15295	OR5P4P	Approved			Olfactory receptors, family 5	152
HGNC:15040	OR5S1P	Approved			Olfactory receptors, family 5	152
HGNC:14821	OR5T1	Approved	OR5T1P	AB065962	Olfactory receptors, family 5	152
HGNC:15296	OR5T2	Approved		AB065838	Olfactory receptors, family 5	152
HGNC:15297	OR5T3	Approved		AB065837	Olfactory receptors, family 5	152
HGNC:13972	OR5V1	Approved			Olfactory receptors, family 5	152
HGNC:15298	OR5W1P	Approved			Olfactory receptors, family 5	152
HGNC:15299	OR5W2	Approved	OR5W2P, OR5W3P	BK004398	Olfactory receptors, family 5	152
HGNC:15300	OR5W3P	Symbol Withdrawn				
HGNC:8353	OR6A1	Symbol Withdrawn				
HGNC:15301	OR6A2	Approved	OR6A2P, OR6A1	AB065822	Olfactory receptors, family 6	153
HGNC:8354	OR6B1	Approved			Olfactory receptors, family 6	153
HGNC:15041	OR6B2	Approved	OR6B2P		Olfactory receptors, family 6	153
HGNC:15042	OR6B3	Approved	OR6B3P		Olfactory receptors, family 6	153
HGNC:8355	OR6C1	Approved		AF399506	Olfactory receptors, family 6	153
HGNC:15436	OR6C2	Approved		AF179766	Olfactory receptors, family 6	153
HGNC:15437	OR6C3	Approved		AF179770	Olfactory receptors, family 6	153
HGNC:19632	OR6C4	Approved		BK004261	Olfactory receptors, family 6	153
HGNC:31292	OR6C5P	Approved			Olfactory receptors, family 6	153
HGNC:31293	OR6C6	Approved			Olfactory receptors, family 6	153
HGNC:31306	OR6C7P	Approved			Olfactory receptors, family 6	153
HGNC:31294	OR6C64P	Approved			Olfactory receptors, family 6	153
HGNC:31295	OR6C65	Approved			Olfactory receptors, family 6	153
HGNC:31296	OR6C66P	Approved			Olfactory receptors, family 6	153
HGNC:31297	OR6C68	Approved			Olfactory receptors, family 6	153
HGNC:31298	OR6C69P	Approved			Olfactory receptors, family 6	153
HGNC:31299	OR6C70	Approved			Olfactory receptors, family 6	153
HGNC:31300	OR6C71P	Approved			Olfactory receptors, family 6	153
